DateKey,Date,Day,Weeknbr,Month,MonthShrt,MonthNo,Qtr,Year
20240623,6/23/2024,Sunday,26,June,Jun,6,2,2024
20240624,6/24/2024,Monday,26,June,Jun,6,2,2024
20240625,6/25/2024,Tuesday,26,June,Jun,6,2,2024
20240626,6/26/2024,Wednesday,26,June,Jun,6,2,2024
20240627,6/27/2024,Thursday,26,June,Jun,6,2,2024
20240628,6/28/2024,Friday,26,June,Jun,6,2,2024
20240629,6/29/2024,Saturday,26,June,Jun,6,2,2024
20240630,6/30/2024,Sunday,27,June,Jun,6,2,2024
20240701,7/1/2024,Monday,27,July,Jul,7,3,2024
20240702,7/2/2024,Tuesday,27,July,Jul,7,3,2024
20240703,7/3/2024,Wednesday,27,July,Jul,7,3,2024
20240704,7/4/2024,Thursday,27,July,Jul,7,3,2024
20240705,7/5/2024,Friday,27,July,Jul,7,3,2024
20240706,7/6/2024,Saturday,27,July,Jul,7,3,2024
20240707,7/7/2024,Sunday,28,July,Jul,7,3,2024
20240708,7/8/2024,Monday,28,July,Jul,7,3,2024
20240709,7/9/2024,Tuesday,28,July,Jul,7,3,2024
20240710,7/10/2024,Wednesday,28,July,Jul,7,3,2024
20240711,7/11/2024,Thursday,28,July,Jul,7,3,2024
20240712,7/12/2024,Friday,28,July,Jul,7,3,2024
20240713,7/13/2024,Saturday,28,July,Jul,7,3,2024
20240714,7/14/2024,Sunday,29,July,Jul,7,3,2024
20240715,7/15/2024,Monday,29,July,Jul,7,3,2024
20240716,7/16/2024,Tuesday,29,July,Jul,7,3,2024
20240717,7/17/2024,Wednesday,29,July,Jul,7,3,2024
20240718,7/18/2024,Thursday,29,July,Jul,7,3,2024
20240719,7/19/2024,Friday,29,July,Jul,7,3,2024
20240720,7/20/2024,Saturday,29,July,Jul,7,3,2024
20240721,7/21/2024,Sunday,30,July,Jul,7,3,2024
20240722,7/22/2024,Monday,30,July,Jul,7,3,2024
20240723,7/23/2024,Tuesday,30,July,Jul,7,3,2024
20240724,7/24/2024,Wednesday,30,July,Jul,7,3,2024
20240725,7/25/2024,Thursday,30,July,Jul,7,3,2024
20240726,7/26/2024,Friday,30,July,Jul,7,3,2024
20240727,7/27/2024,Saturday,30,July,Jul,7,3,2024
20240728,7/28/2024,Sunday,31,July,Jul,7,3,2024
20240729,7/29/2024,Monday,31,July,Jul,7,3,2024
20240730,7/30/2024,Tuesday,31,July,Jul,7,3,2024
20240731,7/31/2024,Wednesday,31,July,Jul,7,3,2024
20240801,8/1/2024,Thursday,31,August,Aug,8,3,2024
20240802,8/2/2024,Friday,31,August,Aug,8,3,2024
20240803,8/3/2024,Saturday,31,August,Aug,8,3,2024
20240804,8/4/2024,Sunday,32,August,Aug,8,3,2024
20240805,8/5/2024,Monday,32,August,Aug,8,3,2024
20240806,8/6/2024,Tuesday,32,August,Aug,8,3,2024
20240807,8/7/2024,Wednesday,32,August,Aug,8,3,2024
20240808,8/8/2024,Thursday,32,August,Aug,8,3,2024
20240809,8/9/2024,Friday,32,August,Aug,8,3,2024
20240810,8/10/2024,Saturday,32,August,Aug,8,3,2024
20240811,8/11/2024,Sunday,33,August,Aug,8,3,2024
20240812,8/12/2024,Monday,33,August,Aug,8,3,2024
20240813,8/13/2024,Tuesday,33,August,Aug,8,3,2024
20240814,8/14/2024,Wednesday,33,August,Aug,8,3,2024
20240815,8/15/2024,Thursday,33,August,Aug,8,3,2024
20240816,8/16/2024,Friday,33,August,Aug,8,3,2024
20240817,8/17/2024,Saturday,33,August,Aug,8,3,2024
20240818,8/18/2024,Sunday,34,August,Aug,8,3,2024
20240819,8/19/2024,Monday,34,August,Aug,8,3,2024
20240820,8/20/2024,Tuesday,34,August,Aug,8,3,2024
20240821,8/21/2024,Wednesday,34,August,Aug,8,3,2024
20240822,8/22/2024,Thursday,34,August,Aug,8,3,2024
20240823,8/23/2024,Friday,34,August,Aug,8,3,2024
20240824,8/24/2024,Saturday,34,August,Aug,8,3,2024
20240825,8/25/2024,Sunday,35,August,Aug,8,3,2024
20240826,8/26/2024,Monday,35,August,Aug,8,3,2024
20240827,8/27/2024,Tuesday,35,August,Aug,8,3,2024
20240828,8/28/2024,Wednesday,35,August,Aug,8,3,2024
20240829,8/29/2024,Thursday,35,August,Aug,8,3,2024
20240830,8/30/2024,Friday,35,August,Aug,8,3,2024
20240831,8/31/2024,Saturday,35,August,Aug,8,3,2024
20240901,9/1/2024,Sunday,36,September,Sep,9,3,2024
20240902,9/2/2024,Monday,36,September,Sep,9,3,2024
20240903,9/3/2024,Tuesday,36,September,Sep,9,3,2024
20240904,9/4/2024,Wednesday,36,September,Sep,9,3,2024
20240905,9/5/2024,Thursday,36,September,Sep,9,3,2024
20240906,9/6/2024,Friday,36,September,Sep,9,3,2024
20240907,9/7/2024,Saturday,36,September,Sep,9,3,2024
20240908,9/8/2024,Sunday,37,September,Sep,9,3,2024
20240909,9/9/2024,Monday,37,September,Sep,9,3,2024
20240910,9/10/2024,Tuesday,37,September,Sep,9,3,2024
20240911,9/11/2024,Wednesday,37,September,Sep,9,3,2024
20240912,9/12/2024,Thursday,37,September,Sep,9,3,2024
20240913,9/13/2024,Friday,37,September,Sep,9,3,2024
20240914,9/14/2024,Saturday,37,September,Sep,9,3,2024
20240915,9/15/2024,Sunday,38,September,Sep,9,3,2024
20240916,9/16/2024,Monday,38,September,Sep,9,3,2024
20240917,9/17/2024,Tuesday,38,September,Sep,9,3,2024
20240918,9/18/2024,Wednesday,38,September,Sep,9,3,2024
20240919,9/19/2024,Thursday,38,September,Sep,9,3,2024
20240920,9/20/2024,Friday,38,September,Sep,9,3,2024
20240921,9/21/2024,Saturday,38,September,Sep,9,3,2024
20240922,9/22/2024,Sunday,39,September,Sep,9,3,2024
20240923,9/23/2024,Monday,39,September,Sep,9,3,2024
20240924,9/24/2024,Tuesday,39,September,Sep,9,3,2024
20240925,9/25/2024,Wednesday,39,September,Sep,9,3,2024
20240926,9/26/2024,Thursday,39,September,Sep,9,3,2024
20240927,9/27/2024,Friday,39,September,Sep,9,3,2024
20240928,9/28/2024,Saturday,39,September,Sep,9,3,2024
20240929,9/29/2024,Sunday,40,September,Sep,9,3,2024
20240930,9/30/2024,Monday,40,September,Sep,9,3,2024
20241001,10/1/2024,Tuesday,40,October,Oct,10,4,2024
20241002,10/2/2024,Wednesday,40,October,Oct,10,4,2024
20241003,10/3/2024,Thursday,40,October,Oct,10,4,2024
20241004,10/4/2024,Friday,40,October,Oct,10,4,2024
20241005,10/5/2024,Saturday,40,October,Oct,10,4,2024
20241006,10/6/2024,Sunday,41,October,Oct,10,4,2024
20241007,10/7/2024,Monday,41,October,Oct,10,4,2024
20241008,10/8/2024,Tuesday,41,October,Oct,10,4,2024
20241009,10/9/2024,Wednesday,41,October,Oct,10,4,2024
20241010,10/10/2024,Thursday,41,October,Oct,10,4,2024
20241011,10/11/2024,Friday,41,October,Oct,10,4,2024
20241012,10/12/2024,Saturday,41,October,Oct,10,4,2024
20241013,10/13/2024,Sunday,42,October,Oct,10,4,2024
20241014,10/14/2024,Monday,42,October,Oct,10,4,2024
20241015,10/15/2024,Tuesday,42,October,Oct,10,4,2024
20241016,10/16/2024,Wednesday,42,October,Oct,10,4,2024
20241017,10/17/2024,Thursday,42,October,Oct,10,4,2024
20241018,10/18/2024,Friday,42,October,Oct,10,4,2024
20241019,10/19/2024,Saturday,42,October,Oct,10,4,2024
20241020,10/20/2024,Sunday,43,October,Oct,10,4,2024
20241021,10/21/2024,Monday,43,October,Oct,10,4,2024
20241022,10/22/2024,Tuesday,43,October,Oct,10,4,2024
20241023,10/23/2024,Wednesday,43,October,Oct,10,4,2024
20241024,10/24/2024,Thursday,43,October,Oct,10,4,2024
20241025,10/25/2024,Friday,43,October,Oct,10,4,2024
20241026,10/26/2024,Saturday,43,October,Oct,10,4,2024
20241027,10/27/2024,Sunday,44,October,Oct,10,4,2024
20241028,10/28/2024,Monday,44,October,Oct,10,4,2024
20241029,10/29/2024,Tuesday,44,October,Oct,10,4,2024
20241030,10/30/2024,Wednesday,44,October,Oct,10,4,2024
20241031,10/31/2024,Thursday,44,October,Oct,10,4,2024
20241101,11/1/2024,Friday,44,November,Nov,11,4,2024
20241102,11/2/2024,Saturday,44,November,Nov,11,4,2024
20241103,11/3/2024,Sunday,45,November,Nov,11,4,2024
20241104,11/4/2024,Monday,45,November,Nov,11,4,2024
20241105,11/5/2024,Tuesday,45,November,Nov,11,4,2024
20241106,11/6/2024,Wednesday,45,November,Nov,11,4,2024
20241107,11/7/2024,Thursday,45,November,Nov,11,4,2024
20241108,11/8/2024,Friday,45,November,Nov,11,4,2024
20241109,11/9/2024,Saturday,45,November,Nov,11,4,2024
20241110,11/10/2024,Sunday,46,November,Nov,11,4,2024
20241111,11/11/2024,Monday,46,November,Nov,11,4,2024
20241112,11/12/2024,Tuesday,46,November,Nov,11,4,2024
20241113,11/13/2024,Wednesday,46,November,Nov,11,4,2024
20241114,11/14/2024,Thursday,46,November,Nov,11,4,2024
20241115,11/15/2024,Friday,46,November,Nov,11,4,2024
20241116,11/16/2024,Saturday,46,November,Nov,11,4,2024
20241117,11/17/2024,Sunday,47,November,Nov,11,4,2024
20241118,11/18/2024,Monday,47,November,Nov,11,4,2024
20241119,11/19/2024,Tuesday,47,November,Nov,11,4,2024
20241120,11/20/2024,Wednesday,47,November,Nov,11,4,2024
20241121,11/21/2024,Thursday,47,November,Nov,11,4,2024
20241122,11/22/2024,Friday,47,November,Nov,11,4,2024
20241123,11/23/2024,Saturday,47,November,Nov,11,4,2024
20241124,11/24/2024,Sunday,48,November,Nov,11,4,2024
20241125,11/25/2024,Monday,48,November,Nov,11,4,2024
20241126,11/26/2024,Tuesday,48,November,Nov,11,4,2024
20241127,11/27/2024,Wednesday,48,November,Nov,11,4,2024
20241128,11/28/2024,Thursday,48,November,Nov,11,4,2024
20241129,11/29/2024,Friday,48,November,Nov,11,4,2024
20241130,11/30/2024,Saturday,48,November,Nov,11,4,2024
20241201,12/1/2024,Sunday,49,December,Dec,12,4,2024
20241202,12/2/2024,Monday,49,December,Dec,12,4,2024
20241203,12/3/2024,Tuesday,49,December,Dec,12,4,2024
20241204,12/4/2024,Wednesday,49,December,Dec,12,4,2024
20241205,12/5/2024,Thursday,49,December,Dec,12,4,2024
20241206,12/6/2024,Friday,49,December,Dec,12,4,2024
20241207,12/7/2024,Saturday,49,December,Dec,12,4,2024
20241208,12/8/2024,Sunday,50,December,Dec,12,4,2024
20241209,12/9/2024,Monday,50,December,Dec,12,4,2024
20241210,12/10/2024,Tuesday,50,December,Dec,12,4,2024
20241211,12/11/2024,Wednesday,50,December,Dec,12,4,2024
20241212,12/12/2024,Thursday,50,December,Dec,12,4,2024
20241213,12/13/2024,Friday,50,December,Dec,12,4,2024
20241214,12/14/2024,Saturday,50,December,Dec,12,4,2024
20241215,12/15/2024,Sunday,51,December,Dec,12,4,2024
20241216,12/16/2024,Monday,51,December,Dec,12,4,2024
20241217,12/17/2024,Tuesday,51,December,Dec,12,4,2024
20241218,12/18/2024,Wednesday,51,December,Dec,12,4,2024
20241219,12/19/2024,Thursday,51,December,Dec,12,4,2024
20241220,12/20/2024,Friday,51,December,Dec,12,4,2024
20241221,12/21/2024,Saturday,51,December,Dec,12,4,2024
20241222,12/22/2024,Sunday,52,December,Dec,12,4,2024
20241223,12/23/2024,Monday,52,December,Dec,12,4,2024
20241224,12/24/2024,Tuesday,52,December,Dec,12,4,2024
20241225,12/25/2024,Wednesday,52,December,Dec,12,4,2024
20241226,12/26/2024,Thursday,52,December,Dec,12,4,2024
20241227,12/27/2024,Friday,52,December,Dec,12,4,2024
20241228,12/28/2024,Saturday,52,December,Dec,12,4,2024
20241229,12/29/2024,Sunday,53,December,Dec,12,4,2024
20241230,12/30/2024,Monday,53,December,Dec,12,4,2024
20241231,12/31/2024,Tuesday,53,December,Dec,12,4,2024
